cod_loc,id_prov,id_departamento,observaciones,categoria,subcategoria,provincia,departamento,localidad,nombre,domicilio,piso,CP,cod_area,telefono,mail,web,informacion,latitud,longitud,TipoLatitudLongitud,actividad_especifica,denominacion_especifica,fuente,tipo_gestion,inicio_act,capacidad,ano_actualizacion 
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Materia,Malabia 1077,s/d,s/d,s/d,s/d,espaciolamateria@gmail.com,s/d,s/d,-34.59432520,-58.43234465,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Verbena AlmacÃ©n de Arte,Mansilla 3808,s/d,s/d,s/d,s/d,teatrolaverbena@hotmail.com,s/d,s/d,-34.58967000,-58.41691000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro del Globo,Marcelo T. de Alvear 1155,s/d,1058,11,48163307,s/d,s/d,A la italiana,-34.59686700,-58.38348000,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,468,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Salas Equis,Mario Bravo 478,s/d,s/d,s/d,s/d,s/d,s/d,s/d,-34.60411492,-58.41696750,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Auditorio Asociacion Italiana de Belgrano,Moldes  2155,s/d,1428,11,47862362,s/d,www.asociacionitaliana.com.ar,Auditorio,-34.56314600,-58.45990900,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,0,240,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro LudÃ©,Montevideo 842,s/d,1019,11,48116086,s/d,s/d,s/d,-34.59905900,-58.38969600,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Sociedad Friulana,Navarro 3974,s/d,s/d,s/d,s/d,s/d,www.fogolares.org,s/d,-34.60287577,-58.50862861,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Comunidad del SÃ³tano,Nicasio OroÃ±o 2480,s/d,1416,11,45880091,marin.navello@gmail.com,www.comunidaddelsota.com.ar,s/d,-34.59827294,-58.45984890,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,136,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,ND Ateneo,Paraguay 918,s/d,s/d,s/d,s/d,info@ndteatro.com.ar,www.ndteatro.com.ar,s/d,-34.59774300,-58.38009900,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,743,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Apacheta ,Pasco 623,s/d,1219,11,49415669,guillermocacace@yahoo.com.ar,www.apachetasalaestudio.blogspot.com.ar,s/d,-34.61643000,-58.39770800,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,50,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Auditorio Amia ,Pasteur 633,7Â°,1028,11,49598800,cultura@amia.org.ar,s/d,Auditorio,-34.60185700,-58.39975700,Precisa,,AsociaciÃ³n Amigos de La Daia / Auditorio,Argentores / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Escuela Del RevÃ©s,PatronÂ  6985,s/d,s/d,s/d,s/d,escueladelreves@gmail.com,s/d,s/d,-34.65108524,-58.51893611,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2013,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro de la Ribera,Pedro de Mendoza 1821,s/d,1169,11,43021536,s/d,www.complejoteatral.gob.ar,s/d,-34.63932700,-58.36145400,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Tunel,Pedro del Castillo 540,s/d,1414,11,45734141,info@cceltunel.com.ar,www.cceltunel.com.ar,s/d,-34.61092523,-58.38872540,Localidad,,s/d,Argentores / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Manzana de las Luces,PerÃº 272,s/d,C1067AAF,11,43426973,info@manzanadelasluces.org.ar,www.manzanadelasluces.org.ar,s/d,-34.61120400,-58.37481300,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,FÃ¡brica PerÃº,PerÃº 442,s/d,s/d,s/d,s/d,fabricaescenica@gmail.com,www.fabricaperu.com.ar,s/d,-34.61297000,-58.37445000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2009,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,LyF Luz y Fuerza,PerÃº 823,s/d,1068,11,43422441,cultura@sin-luzyfuerza-cap.org.ar,www.luzyfuerzacapital.com.ar,Sala a la italiana,-34.61754300,-58.37442300,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,420,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Museo Argentino del Titere,Piedras 905,s/d,1070,11,43076917,sarahbianchi@museodeltitere.com.ar,www.museodeltiterebsas.wixsite.com,s/d,-34.61859100,-58.37730600,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,1983,70,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Zukric,Presidente PerÃ³n 4033,s/d,s/d,11,48672572,clases@zukric.com,s/d,www.facebook.com/EspacioZukric,-34.64995000,-58.47029000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2011,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Asociacion Amigos del Villa Luro,Ramon L. Falcon 5176,s/d,s/d,11,46834740,s/d,www.amigosdevillaluro.com.ar,s/d,-34.63885400,-58.50034200,Precisa,,s/d,Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro GastÃ³n Barral,Rawson 42,s/d,s/d,11,49810139,cultura@uocra.org,www.uocracultura.org,s/d,-34.61251000,-58.42541000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro El Convento,Reconquista 269,s/d,s/d,11,67181435,teatroelconvento@yahoo.com,www.teatroelconvento.com.ar,s/d,-34.60493000,-58.37222000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Escuela Lo de Guidi          ,Riobamba 359,s/d,s/d,s/d,s/d,hugo_delbarrio@yahoo.com.ar ,www.teatrolodeguidi.com.ar,s/d,-34.60500900,-58.39379300,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,50,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sergio Souza,Rivadavia. Av. 1180,s/d,s/d,11,43819878,sergiosouza@yahoo.com,s/d,s/d,-34.60863000,-58.38305000,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,85,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Liceo,Rivadavia. Av. 1495,s/d,1033,s/d,s/d,redaccion@multiteatro.com.ar,www.multiteatro.com.ar,s/d,-34.60890300,-58.38756700,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,575,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Flores,Rivadavia. Av. 7806,s/d,s/d,s/d,s/d,s/d,www.teatroflores.com,s/d,-34.63226211,-58.47466574,Precisa,,s/d,Relevamiento 2017,Privado,2005,1874,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Gran Rivadavia,Rivadavia. Av. 8636,s/d,1407,11,46741300,s/d,www.granrivadavia.com.ar,s/d,-34.63469200,-58.48535800,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,1949,1400,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Teatro de Flores,Rivera Indarte 129,s/d,1406,11,49619562,s/d,www.elteatrodeflores.com.ar,s/d,-34.63044600,-58.46209500,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,40,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Comedia,RodrÃ­guez PeÃ±a 1062,P.B.,1020,11,48155665,Info@lacomedia.com.ar,www.lacomedia.com.ar,A la italiana - capacidad sala 2: 98 personas,-34.59637900,-58.39190400,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,2003,450,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Fuera de Eje,Salguero 1708 ,2Â°,s/d,11,20559612,estudiofueradeeje@gmail.com,www.estudiofueradeeje.com.ar,s/d,-34.59008000,-58.41684000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2010,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Cultural Julian Centeya,San Juan. Av.  3255,s/d,s/d,11,49319667,ejuliancenteya@buenosaires.gob.ar,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.62490700,-58.41135800,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro de las Artes UNSAM,SÃ¡nchez de Bustamante 29,s/d,s/d,11,40061500,s/d,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60962000,-58.41447000,Precisa,,Universidad,Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro La Puerta,SÃ¡nchez de Bustamante 549,s/d,s/d,11,48647949,tacto@centrolapuerta.com.ar,www.centrolapuerta.com.ar,s/d,-34.60344000,-58.41433000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,FundaciÃ³n Beethoven,Santa Fe. Av. 1452,s/d,s/d,11,48113971,comunicacion@fundacionbeethoven.com.ar,www.fundacionbeethoven.com.ar,Auditorio,-34.59585000,-58.38787000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Dumont Salas,Santos Dumont 3521,s/d,s/d,11,45540421,s/d,s/d,s/d,-34.58357322,-58.44786484,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio Teatral Alquimia,Santos Dumont 4392,s/d,s/d,s/d,s/d,teatroalquimia2014@gmail.com,s/d,s/d,-34.59235194,-58.45300522,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sala Juan Bautista Alberdi,Sarmiento 1551,6Â°,s/d,11,43738367,salaalberdi@speedy.com.ar,s/d,s/d,-34.60539800,-58.38864500,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM Enrique MuiÃ±o,Sarmiento 1562,s/d,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,254,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM Ernesto Bianco,Sarmiento 1562,Subsuelo,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,70,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM Juan Bautista Alberdi,Sarmiento 1562,6Â°,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM Sala A/B,Sarmiento 1562,s/d,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,750,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM Sala C/D/E/F,Sarmiento 1562,s/d,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,200,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,CCGSM SalÃ³n Madres Plaza de Mayo ,Sarmiento 1562,2Â°,s/d,s/d,s/d,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.60549548,-58.38876583,Precisa,,s/d,Relevamiento 2017,PÃºblico,0,150,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sha,Sarmiento 2255,s/d,s/d,11,49532914,info@teatrosha.com,s/d,s/d,-34.60586000,-58.39869000,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,888,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,EMAD Escuela Metropolitana de Arte DramÃ¡tico Sede Sarmiento,Sarmiento 2573,s/d,s/d,11,49539368,s/d,www.emad-caba.infd.edu.ar,s/d,-34.60625000,-58.40326000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Teatro Sarmiento,Sarmiento. Av.  2715,s/d,1425,11,48089479,prensa@complejoteatral.gob.ar,www.complejoteatral.gob.ar,s/d,-34.57973200,-58.41955400,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Microteatro ,Serrano 1139,s/d,s/d,s/d,s/d,pol@microteatro.com.ar,www.microteatro.com.ar,,-34.59198349,-58.43502096,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,90,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,La Caravana,Serrano 547,s/d,s/d,11,49645297,caravanacirco@gmail.com,www.caravanacirco.blogspot.com.ar,s/d,-34.59601588,-58.44178461,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Asturias,SolÃ­s 485,s/d,s/d,11,43835122,mariajose@mariajosepoblador.com,s/d,s/d,-34.61461377,-58.39048201,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,350,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Sotano,Teodoro Garcia  3234,s/d,1426,11,45528340,elsotanoteatro@yahoo.com.ar,s/d,s/d,-34.57773900,-58.45074600,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Matemurga de Villa Crespo,Tres Arroyos 555,P.B.,1405,s/d,s/d,matemurga@gmail.com,www.matemurga.com.ar,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.60323020,-58.45019654,Precisa,,s/d,Relevamiento 2017,Privado,2002,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Ojo                    ,Tte. Gral. Juan Domingo PerÃ³n 2115,s/d,s/d,11,49531181,luisagustoni@fibertel.com.ar,www.luisagustoni.blogspot.com.ar,s/d,-34.60714300,-58.39668100,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,100,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Mediterranea  Espacio de Arte,Tucuman 3378,s/d,s/d,11,48637156,espaciomediterranea@gmail.com.ar,www.mediterraneaespaciodearte.blogspot.com.ar,s/d,-34.60002600,-58.41337500,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,120,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Sala Crash,Uriarte 1271,s/d,s/d,s/d,53765973,,,s/d,-34.58986000,-58.43552000,Precisa,,s/d,Data Cultura /2021,Privado,2016,300,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Instituto de la MÃ¡scara,Uriarte 2322,s/d,s/d,11,47755424,buma@webar.com,www.mascarainstituto.com.ar,s/d,-34.58208866,-58.42464551,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,1975,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Estudio Dukah,Uruguay 194  ,1Â°,s/d,11,43722479,info@estudiodukah.com,www.estudiodukah.com,s/d,-34.60651000,-58.38633000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Universidad Nacional de las Artes Sede Venezuela,Venezuela 2587,s/d,s/d,11,43085046,dramaticas.extension@iuna.edu.ar,www.dramaticas.una.edu.ar,s/d,-34.61558000,-58.40380000,Precisa,,Universidad,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Estudio El Aquelarre,Yatay  985,s/d,s/d,11,39804596,estudioaquelarre@yahoo.com.ar,s/d,s/d,-34.60024843,-58.42810029,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Espacio La Veredita,Yatay 112,s/d,s/d,11,49836468,adrianagaribaldi@yahoo.com.ar,s/d,s/d,-34.61302000,-58.42854000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,2013,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Estudio De Danza Margarita Bali,Zabala 3040,s/d,s/d,11,45525904,margarita.bali@attglobal.net,www.margaritabali.com,s/d,-34.57394445,-58.45357294,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,Privado,0,0,2017
02000010,02,02000,,Salas de Teatro,,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,El Cubo,Zelaya 3053,s/d,1171,s/d,s/d,info@cuboabasto.com.ar,www.cuboabasto.com.ar,s/d,-34.60184300,-58.40884500,Precisa,,s/d,Proteatro 2017 / Relevamiento 2017,Privado,0,240,2017
06028010,06,06028,,Salas de Teatro,,Buenos Aires,Almirante Brown,Almirante Brown,Sociedad Italiana,Leonardo Rosales 1518,s/d,1846,11,42945242,mauricioorfini@speedy.com.ar,s/d,,-34.79931100,-58.38672000,Precisa,,Sociedad Italiana,Argentores / Relevamiento 2017,Privado,0,0,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,Instituto de Teatro,Alsina 157,s/d,1870,11,42059559,s/d,s/d,,-34.66390100,-58.36589300,Precisa,,s/d,Argentores / Relevamiento 2017,PÃºblico,0,0,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,AsociaciÃ³n Gente de Arte de Avellaneda,Alsina 234,s/d,1870,11,42017663,info@gentedearte.org.ar,www.gentedearte.org.ar,,-34.66518000,-58.36753000,Precisa,,s/d,Geocultura-UNDAV ,Privado,1941,100,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,AsociaciÃ³n Mutual de Mujeres Afro de Avellaneda y zona sur,ColÃ³n entre Berutti y EspaÃ±a,s/d,1870,11,20596297,viviparody@yahoo.com.ar,s/d,"Espacio no convencional (tarima, al ras del piso. circular, semicircular)",-34.66340000,-58.37125700,Aproximada,,Grupo de Teatro Comunitario,Programa Puntos de Cultura / Relevamiento,Privado,2013,500,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,Teatro de la Cuadra,French 84,s/d,1870,11,42299068,juan@teatrodelacuadra.com.ar,www.teatrodelacuadra.com.ar,s/d,-34.66032000,-58.36565000,Precisa,,s/d,INT / Relevamiento 2017,Privado,2014,0,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,Auditorio Sede PiÃ±eyro Universidad Nacional de Avellaneda,Mario Bravo e Isleta ,s/d,1870,s/d,s/d,s/d,www.undav.edu.ar,Auditorio,-34.66852000,-58.39811000,Precisa,,Universidad,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
06035010,06,06035,,Salas de Teatro,,Buenos Aires,Avellaneda,Avellaneda,Teatro Roma,Sarmiento 101,s/d,1870,11,42059647,s/d,s/d,s/d,-34.66245000,-58.36378000,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,0,0,2017
06049020,06,06049,,Salas de Teatro,,Buenos Aires,Azul,Azul,EspaÃ±ol Azul,San Martin 427,s/d,7300,2281,430410,teatroespanoldeazul@ceal.com.ar,www.teatroespanoldeazul.com,s/d,-36.77785500,-59.86378900,Precisa,,s/d,Argentores / Relevamiento 2017,Privado,1897,500,2017
06056010,06,06056,,Salas de Teatro,,Buenos Aires,BahÃ­a Blanca,BahÃ­a Blanca,Casa de La Cultura Universidad Nacional del Sur,Alem 925,s/d,8000,291,4595172,s/d,www.culturayextension.uns.edu.ar,s/d,-38.70564800,-62.26737200,Precisa,,Universidad,Argentores / Relevamiento 2017,PÃºblico,0,0,2017
06056010,06,06056,,Salas de Teatro,,Buenos Aires,BahÃ­a Blanca,BahÃ­a Blanca,Teatro Municipal de BahÃ­a Blanca,Alsina 425,s/d,8000,291,4563973,teatrom@hotmail.com,www.bahiablanca.gov.ar/teatro/,s/d,-38.71487200,-62.26038300,Precisa,,s/d,Alternativa Teatral / Relevamiento 2017,PÃºblico,1913,850,2017
